customer,state,response,coverage,education,employment_status,location_code,policy,renew_offer_type,sales_channel,vehicle_class
WQ23548,California,No,Basic,Doctor or Master,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
WZ98067,Oregon,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
AQ11656,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
KL14426,Nevada,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
PG48617,California,No,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
QB24570,Oregon,Yes,Extended,Doctor or Master,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
NI68379,Oregon,No,Extended,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
RS92763,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
PA75237,Nevada,No,Basic,Doctor or Master,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
LR35392,Oregon,No,Premium,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
KC22636,California,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
IJ98317,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
DY49235,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
EG94409,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Special,Offer 1-2,Direct,Normal Car
GB59748,Arizona,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
MP68135,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
CZ56843,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
DJ47372,California,No,Extended,Doctor or Master,Other status,Suburban,Personal,Offer 3-4,Indirect,Normal Car
XZ51937,California,Yes,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
IZ27630,Oregon,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
IM14119,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Direct,Normal Car
PN53766,California,No,Basic,Doctor or Master,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
DQ93036,Arizona,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
WA70405,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
NF51705,Nevada,No,Basic,High School or Below,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
LR37068,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
EC18611,Nevada,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
NP88319,Oregon,No,Basic,High School or Below,Other status,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
AA11235,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
DL55489,Oregon,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
UU53919,Oregon,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car
JI11950,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
QB82117,Oregon,Yes,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
MR33456,Washington,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
YN17362,California,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
UR73910,California,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 3-4,Direct,Normal Car
KG63751,Washington,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
NK39001,Oregon,No,Extended,Bachelor or College,Other status,Urban,Personal,Offer 3-4,Direct,Normal Car
HR85493,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
QC50643,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
LO90345,Oregon,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Indirect,Luxury Car
WK64739,Arizona,Yes,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
QK88438,Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
QX42433,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
BH52611,California,No,Premium,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
SA77508,Oregon,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
HD99234,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
DE37110,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car
DJ93289,California,No,Basic,High School or Below,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
AC40767,Washington,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
GA79817,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
QH62059,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
ZS35053,Arizona,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
II37804,Nevada,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
GE63585,California,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
UV86903,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
JL71713,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
DO60145,Arizona,Yes,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
FC59209,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
XQ74827,Arizona,No,Extended,High School or Below,Employed,Suburban,Special,Offer 1-2,Direct,Luxury Car
EY13576,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
US82810,California,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
RC61383,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
PO80505,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
MD17521,Oregon,No,Extended,High School or Below,Employed,Urban,Personal,Offer 1-2,Indirect,Medium-Class Car
YV93921,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
JP64518,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
OI98135,Washington,Yes,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
XS97845,Oregon,No,Premium,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
DL20327,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
GD86131,California,Yes,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
ID21061,Arizona,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
EN65835,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
BE65350,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
GI82721,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
YR84813,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Special,Offer 3-4,Indirect,Normal Car
JZ28301,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car
HL40930,Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
HL33607,Washington,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WU21638,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car
AG32304,Nevada,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
JX26859,California,Yes,Extended,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
KC75958,California,Yes,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
ZV32968,Oregon,Yes,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
GU45597,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
SO95845,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
GL32197,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
SC11374,Nevada,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Medium-Class Car
RT29777,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
OB73235,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car
MV41462,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FM67585,California,No,Basic,High School or Below,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
KG57925,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
IY24560,California,No,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
BV33510,Arizona,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
XA77673,Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
XN90861,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
WS84995,Nevada,No,Extended,Doctor or Master,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
ZZ49347,Oregon,Yes,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
XX85323,Arizona,No,Premium,Doctor or Master,Employed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
JO64487,California,No,Extended,High School or Below,Unemployed,Suburban,Special,Offer 1-2,Direct,Normal Car
TO55363,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
UE67791,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
JN69287,California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
AT55072,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
LV34368,California,No,Basic,Bachelor or College,Unemployed,Suburban,Special,Offer 1-2,Direct,Normal Car
QU40939,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
IP94270,Arizona,Yes,Premium,Doctor or Master,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
KW33804,Nevada,No,Basic,High School or Below,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
IA42992,Arizona,No,Basic,High School or Below,Employed,Suburban,Special,Offer 1-2,Direct,Medium-Class Car
CZ19025,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
EN54716,Oregon,Yes,Basic,Doctor or Master,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
UF27940,Washington,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
QD36118,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
XI52305,California,Yes,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
HZ25580,Washington,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
JY97451,California,No,Basic,Bachelor or College,Other status,Urban,Personal,Offer 1-2,Direct,Normal Car
US78266,California,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
SX25962,Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Luxury Car
XQ12791,California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
EU59853,California,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
QR21417,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
CI27304,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
WJ52097,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
FT65961,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
DP87594,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
KP96020,Arizona,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Medium-Class Car
HQ15974,Nevada,No,Extended,Bachelor or College,Unemployed,Rural,Personal,Offer 1-2,Direct,Normal Car
VE98553,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
ME44353,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car
AE62631,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
GX29162,Arizona,No,Premium,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
LY69932,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
YY74036,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Indirect,Normal Car
DP92488,Washington,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
FO74055,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
GT97121,California,No,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
VF83291,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
OU76593,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
HO40387,California,No,Basic,Doctor or Master,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
GR37045,Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
KZ84621,Nevada,No,Basic,High School or Below,Employed,Urban,Personal,Offer 3-4,Indirect,Medium-Class Car
FR82361,Arizona,No,Extended,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
UM14883,California,No,Basic,High School or Below,Employed,Urban,Special,Offer 3-4,Direct,Medium-Class Car
UX32931,California,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
QA68548,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
QV40364,California,Yes,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
TY87896,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
CV75841,California,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
YO62357,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
YN19139,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
PE63707,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
NS74173,Nevada,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car
ZI73222,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car
AC24378,Arizona,No,Extended,High School or Below,Employed,Urban,Corporate,Offer 3-4,Indirect,Normal Car
XR71687,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
GJ70481,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
JI94264,Arizona,No,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
YI95434,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
RL34830,California,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
CA96568,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
UO16539,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
NP18074,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
TW45475,Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
CM66204,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Medium-Class Car
DX80961,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
JZ15681,California,No,Extended,High School or Below,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
ZZ31825,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
TF77410,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
HI16452,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Special,Offer 1-2,Direct,Normal Car
CW98845,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
NI99807,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
QL45827,Washington,Yes,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Luxury Car
GU60969,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
FS67103,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Special,Offer 3-4,Indirect,Normal Car
FQ24929,Oregon,Yes,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
YA12007,California,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
EW46828,Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
YP67379,Arizona,No,Extended,High School or Below,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
KH16079,Washington,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
SJ87277,Arizona,No,Basic,High School or Below,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
